,Unnamed: 0,drugbank_id,name,groups,indication,smiles,type
1762,1763,DB09516,Mequinol,approved,Mequinol is a topical agent used in combination with tretinoin to treat solar lentigines.,COC1=CC=C(O)C=C1,small molecule
1763,1764,DB09517,Sodium ferric gluconate complex,approved,Sodium ferric gluconate complex is an iron complex used for the treatment of iron deficiency anemia in adult patients and in pediatric patients age 6 years and older with chronic kidney disease receiving hemodialysis who are receiving supplemental epoetin therapy.,[O--].[O--].[O--].[Na+].[Fe+3].[Fe+3].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C([O-])=O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,small molecule
1764,1765,DB09526,Hydroquinone,approved|investigational,"Hydroquinone is a topical brightening agent used for the treatment of skin disorders associated with hyperpigmentation including melasma, post-inflammatory hyperpigmentation, sunspots, and freckles.",OC1=CC=C(O)C=C1,small molecule
1765,1766,DB09534,Ecamsule,approved,Ecamsule is a sunscreen agent found in sunscreens that absorbs UV rays.,CC1(C)C2CCC1(CS(O)(=O)=O)C(=O)C2=CC1=CC=C(C=C2C3CCC(CS(O)(=O)=O)(C2=O)C3(C)C)C=C1,small molecule
1766,1767,DB09535,Octocrylene,approved|investigational,Octocrylene is a sunscreen agent found in sunscreens that absorbs UV rays.,CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
1767,1768,DB09536,Titanium dioxide,approved,Titanium dioxide is a sunscreen agent found in sunscreens that absorbs UV rays.,O=[Ti]=O,small molecule
1768,1769,DB09543,Methyl salicylate,approved|vet_approved,"Methyl salicylate is a topical counter-irritant used for the symptomatic relief of acute musculoskeletal pain in the muscles, joints, and tendons.",COC(=O)C1=CC=CC=C1O,small molecule
1769,1770,DB09546,Iobenguane sulfate I-123,approved|investigational,For use in the diagnostic imaging of adrenergically inervated tissues for the purposes of detecting metastatic pheochromocytoma or neuroblastoma [FDA Label],OS(O)(=O)=O.NC(=N)NCC1=CC([123I])=CC=C1.NC(=N)NCC1=CC([123I])=CC=C1,small molecule
1770,1771,DB09552,Thonzonium,approved,"Thonzonium is a cationic surfactant used to disperse exudate and cellular debris, as well as enhance the penetration of antimicrobials.",CCCCCCCCCCCCCCCC[N+](C)(C)CCN(CC1=CC=C(OC)C=C1)C1=NC=CC=N1,small molecule
1771,1772,DB09555,Dexchlorpheniramine maleate,approved,"Dexchlorpheniramine maleate is a first generation antihistamine used to treat allergic and vasomotor rhinitis, allergic conjunctivitis, and mild urticaria and angioedema.",OC(=O)\C=C/C(O)=O.CN(C)CC[C@@H](C1=CC=C(Cl)C=C1)C1=CC=CC=N1,small molecule
1772,1773,DB09561,Sodium glycerophosphate,approved,Sodium glycerophosphate is a medication used to treat hypophosphatemia.,[Na+].[Na+].OCC(O)COP([O-])([O-])=O,small molecule
1773,1774,DB09563,Choline C-11,approved,"Choline C-11 is an imaging agent used in positron emission tomography imaging for suspected recurrent prostate cancer and non-informative bone scintigraphy, computerized tomography, or magnetic resonance imaging.",C[N+](C)([11CH3])CCO,small molecule
1774,1775,DB09570,Ixazomib,approved|investigational,Ixazomib is a monoclonal antibody used with other medications to treat multiple myeloma in patients who have received one other therapy already.,CC(C)C[C@H](NC(=O)CNC(=O)C1=CC(Cl)=CC=C1Cl)B(O)O,small molecule
1775,1776,DB09571,Levmetamfetamine,approved,Used over-the-counter for nasal congestion,CN[C@H](C)CC1=CC=CC=C1,small molecule
1776,1777,DB11056,Stannous chloride,approved,Stannous chloride is a component of technetium-99m agents indicated for imaging of the skeleton for areas of altered osteogenesis or in the detection of  infarcted heart tissue [FDA Label],[Cl-].[Cl-].[Sn++],small molecule
1777,1778,DB11062,Octisalate,approved|investigational,"Ingredient in sunscreens for protection against damage effects of sun light, provides protection from sunburns, aging and skin cancer",CCCCC(CC)COC(=O)C1=C(O)C=CC=C1,small molecule
1778,1779,DB11064,Homosalate,approved|investigational,"As ingredient in many sunscreen for protection against sunburn, skin aging and skin cancer",CC1CC(CC(C)(C)C1)OC(=O)C1=C(O)C=CC=C1,small molecule
1779,1780,DB11068,Selenic acid,approved,Selenic acid is an ingredient found in a variety of supplements and vitamins.,O[Se](O)(=O)=O,small molecule
1780,1781,DB11071,Phenyl salicylate,approved,Pain and fever [L2468],OC1=CC=CC=C1C(=O)OC1=CC=CC=C1,small molecule
1781,1782,DB11073,Cetylpyridinium,approved,"Cetylpyridinium is a compound used to reduce plaque and gingivitis, as well as whiten teeth.",CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,small molecule
1782,1783,DB11079,Trolamine salicylate,approved,Trolamine salicylate is a medication used to relieve minor aches and pains of the muscles and joints.,OCCN(CCO)CCO.OC(=O)C1=CC=CC=C1O,small molecule
1783,1784,DB11081,Aluminum chloride,approved|investigational,- Indicated for the control of minor hemorrhage during dental restorative procedures,Cl[Al](Cl)Cl,small molecule
1784,1785,DB11085,Resorcinol,approved,"Contemporary therapeutic uses for resorcinol primarily revolve around the use of the phenol derivative as an active ingredient in topical antiseptics [L2745, L2744, L40069, F61] or as topical antibacterial skin treatment products for conditions like acne, seborrheic dermatitis, eczema, and others [L2746, L2745, L2744, L40069, F61]",OC1=CC(O)=CC=C1,small molecule
1785,1786,DB11089,Docusate,approved,"Docusate is a medication used to treat constipation associated with dry, hard stools, or opioid induced constipation.",CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(O)(=O)=O,small molecule
1786,1787,DB11090,Potassium nitrate,approved,"Potassium nitrate is a medication used to cauterize small wounds, remove granulation tissue, warts, and verrucae, and treat tooth sensitivity.",[K+].[O-][N+]([O-])=O,small molecule
1787,1788,DB11091,Hydrogen peroxide,approved|vet_approved,Hydrogen peroxide is a compound used as a disinfectant and sterilizer.,OO,small molecule
1788,1789,DB11092,Stannous fluoride,approved,"Stannous fluoride is a medication used to treat dental hypersensitivity, produce enamel, prevent gingivitis and cavities, and prevent periodontal infections.",F[Sn]F,small molecule
1789,1790,DB11093,Calcium citrate,approved|investigational,Calcium citrate is an ingredient found in a variety of supplements and vitamins.,[Ca++].[Ca++].[Ca++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,small molecule
1790,1791,DB11096,Meradimate,approved,Meradimate is an ingredient used in sunscreens to absorb UV radiation.,CC(C)C1CCC(C)CC1OC(=O)C1=CC=CC=C1N,small molecule
1791,1792,DB11098,Potassium bicarbonate,approved,Potassium bicarbonate is an ingredient used as an antacid or to treat hypokalemia.,[K+].OC([O-])=O,small molecule
1792,1793,DB11100,Allantoin,approved,"Allantoin is an ingredient used in skin care products to relieve irritation and protect minor cuts, scrapes, and burns.",NC(=O)NC1NC(=O)NC1=O,small molecule
1793,1794,DB11102,N-acetyltyrosine,approved,N-acetyltyrosine is an amino acid used in total parenteral nutrition.,CC(=O)N[C@@H](CC1=CC=C(O)C=C1)C(O)=O,small molecule
1794,1795,DB11104,Sulfur hexafluoride,approved,Sulfur hexafluoride is a medication used in ultrasound to enhance viewing of blood vessels and the urinary tract.,FS(F)(F)(F)(F)F,small molecule
1795,1796,DB11110,Magnesium citrate,approved,Magnesium citrate is a laxative used in bowel preparation for colonoscopy or as a magnesium supplement.,[Mg++].[Mg++].[Mg++].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O.OC(CC([O-])=O)(CC([O-])=O)C([O-])=O,small molecule
1796,1797,DB11115,Ensulizole,approved,Ensulizole is an ingredient used in sunscreens to absorb UVB radiation.,OS(=O)(=O)C1=CC2=C(C=C1)N=C(N2)C1=CC=CC=C1,small molecule
1797,1798,DB11117,Undecylenic acid,approved|investigational,Undecylenic acid is an antifungal used to treat tinea species infections.,OC(=O)CCCCCCCCC=C,small molecule
1798,1799,DB11119,Sodium iodide,approved,Sodium iodide is a supplement used in total parenteral nutrition.,[Na+].[I-],small molecule
1799,1800,DB11121,Chloroxylenol,approved,"Chloroxylenol is an antimicrobial used to treat cuts, bites, stings, abrasions, and used as an antiseptic hand cleaner.",CC1=CC(O)=CC(C)=C1Cl,small molecule
1800,1801,DB11123,Hypochlorite,approved,Hypochlorite is an antimicrobial used to treat and prevent infections of the skin and tissue.,[O-]Cl,small molecule
1801,1802,DB11125,Benzethonium,approved,Benzethonium is a medication used as to clean hands and clean minor cuts and scrapes.,CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1,small molecule
1802,1803,DB11126,Calcium gluconate,approved|vet_approved,"Calcium gluconate is an ingredient found in a variety of supplements and vitamins, and is used to lower potassium in the blood or treat magnesium poisoning.",[Ca++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,small molecule
1803,1804,DB11127,Selenious acid,approved|investigational,"Selenious acid is an ingredient found in supplements, vitamins, parenteral nutrition, and dandruff shampoo.",O[Se](O)=O,small molecule
1804,1805,DB11129,Carbamide peroxide,approved,"Carbamide peroxide is a medication used to loosen ear wax, whiten teeth, and clean oral wounds.",OO.NC(N)=O,small molecule
1805,1806,DB11134,Cupric oxide,approved,Cupric oxide is an ingredient found in a variety of supplements and vitamins.,[O--].[Cu++],small molecule
1806,1807,DB11135,Selenium,approved|investigational|vet_approved,Selenium is an ingredient found in a variety of supplements and vitamins.,[Se],small molecule
1807,1808,DB11136,Chromium,approved,Chromium is an ingredient found in a variety of supplements and vitamins.,[Cr],small molecule
1808,1809,DB11141,Manganese gluconate,approved,Manganese gluconate is an ingredient found in a variety of supplements and vitamins.,[Mn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,small molecule
1809,1810,DB11145,Oxyquinoline,approved|vet_approved,Oxyquinoline is a medication used in combination with other medications to restore vaginal pH.,OC1=CC=CC2=C1N=CC=C2,small molecule
1810,1811,DB11148,Butamben,approved|withdrawn,Butamben is anesthesia of mucus membranes other than the eyes.,CCCCOC(=O)C1=CC=C(N)C=C1,small molecule
1811,1812,DB11150,Barium sulfate,approved,Barium sulfate is a contrast agent used for CT scans of the gastrointestinal tract.,[Ba++].[O-]S([O-])(=O)=O,small molecule
1812,1813,DB11151,Sodium hydroxide,approved,Used to destroy or kill the nail matrix (matrixectomies) [L1968],[OH-].[Na+],small molecule
1813,1814,DB11153,Potassium hydroxide,approved,"Potassium hydroxide is a disinfectant used to clean hands, skin, and surfaces.",[OH-].[K+],small molecule
1814,1815,DB11155,Triclocarban,approved,Triclocarban is an antibacterial agent used in liquid soaps and body washes.,ClC1=CC=C(NC(=O)NC2=CC(Cl)=C(Cl)C=C2)C=C1,small molecule
1815,1816,DB11156,Pyrantel,approved|vet_approved,Pyrantel is an anthelmintic used to treat helminth infections.,[H]\C(=C(\[H])C1=NCCCN1C)C1=CC=CS1,small molecule
1816,1817,DB11157,Anthralin,approved,Anthralin is an anthracene used to treat stable plaque psoriasis.,OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2,small molecule
1817,1818,DB11160,Phenyltoloxamine,approved,Phenyltoloxamine is a medication used to treat minor aches and pains.,CN(C)CCOC1=CC=CC=C1CC1=CC=CC=C1,small molecule
1818,1819,DB11164,Bicisate,approved|investigational,Bicisate is a compound complexed with technetium 99 used in single photon emission computerized tomography to localize a stroke.,CCOC(=O)[C@H](CS)NCCN[C@@H](CS)C(=O)OCC,small molecule
1819,1820,DB11168,Calcium threonate,approved,No approved therapeutic indications,[Ca++].OC[C@H](O)[C@@H](O)C([O-])=O.OC[C@H](O)[C@@H](O)C([O-])=O,small molecule
1820,1821,DB11171,Ferric sulfate,approved,Ferric sulfate is a medication used as a coagulant and hemostatic agent.,O.O.O.O.O.[Fe+3].[Fe+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,small molecule
1821,1822,DB11180,Tetrofosmin,approved,"Tetrofosmin is a diphosphine complexed with technetium 99 used for imaging to determine myocardial ischemia, infarcted myocardium, and assessment of left ventricular function.",CCOCCP(CCOCC)CCP(CCOCC)CCOCC,small molecule
1822,1823,DB11181,Homatropine,approved,"Homatropine is an anticholinergic agent used to dilate the pupil, treat inflammation of the uveal tract, and suppress a cough.",[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(O)C1=CC=CC=C1)N2C,small molecule
1823,1824,DB11182,Rose bengal,approved|investigational,"Indicated as a diagnostic agent in routine ocular examinations or when superficial conjunctiva or corneal tissue change is suspected, and as an aid in the diagnosis of keratoconjunctivitis sicca, keratitis, abrasions or corrosions as well as the detection of foreign bodies",OC(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C1=C2C=C(I)C(=O)C(I)=C2OC2=C(I)C(O)=C(I)C=C12,small molecule
1824,1825,DB11186,Pentoxyverine,approved|investigational|withdrawn,"Pentoxyverine is a medication used to suppress a cough in the common cold, flu, bronchitis, and sinusitis.",CCN(CC)CCOCCOC(=O)C1(CCCC1)C1=CC=CC=C1,small molecule
1825,1826,DB11200,Aluminum zirconium octachlorohydrex gly,approved,Aluminum zirconium octachlorohydrex gly is an antiperspirant used to reduce sweating.,O.O.[Al+3].[Cl-].[Zr+4].NCC([O-])=O,small molecule
1826,1827,DB11201,Menthyl salicylate,approved,"For the temporary relief of pain associated with rheumatism, arthritis, neuralgia, sprains and strains of joints and muscles, lumbago and fibrositis [F91]",CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC=CC=C1O,small molecule
1827,1828,DB11204,Panthenol,approved,"Panthenol is an ingredient used in skin, hair care, and nutritional products but is not an approved medication.",CC(C)(CO)C(O)C(=O)NCCCO,small molecule
1828,1829,DB11206,Bemotrizinol,approved,Bemotrizinol is an ingredient used in sunscreen to block UVA and UVB radiation.,CCCCC(CC)COC1=CC(O)=C(C=C1)C1=NC(=NC(=N1)C1=CC=C(OC)C=C1)C1=C(O)C=C(OCC(CC)CCCC)C=C1,small molecule
1829,1830,DB11207,Amiloxate,approved,Indicated as an active sunscreen agent,COC1=CC=C(\C=C\C(=O)OCCC(C)C)C=C1,small molecule
1830,1831,DB11217,Arbutin,approved,"Indicated for over-the-counter use for epidermal hyperpigmentation in various skin conditions, such as melasma, freckles, and senile lentigines",OC[C@H]1O[C@@H](OC2=CC=C(O)C=C2)[C@H](O)[C@@H](O)[C@@H]1O,small molecule
1831,1832,DB11219,Enzacamene,approved,Enzacamene is an ingredient used in sunscreen to block UVB radiation.,CC1=CC=C(\C=C2/C3CCC(C)(C2=O)C3(C)C)C=C1,small molecule
1832,1833,DB11221,Dioxybenzone,approved,Dioxybenzone is a benzophenone derivative used in sunscreens to block UVB and short-wave UVA radiation.,COC1=CC(O)=C(C=C1)C(=O)C1=CC=CC=C1O,small molecule
1833,1834,DB11226,Ethylhexyl methoxycrylene,approved|experimental,Ethylhexyl methoxycrylene is employed as a photostabilizing agent in various sunscreen products [L2847],CCCCC(CC)COC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=C(OC)C=C1,small molecule
1834,1835,DB11235,Thonzylamine,approved,Thozylamine is indicated for use in the symptomatic control of allergic rhinitis or other upper respiratory allergic symptoms [FDA Label],COC1=CC=C(CN(CCN(C)C)C2=NC=CC=N2)C=C1,small molecule
1835,1836,DB11239,Aluminum sulfate,approved,Aluminum sulfate is a medication used to prevent infections and to treat minor bleeding.,[Al+3].[Al+3].[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O.[O-]S([O-])(=O)=O,small molecule
1836,1837,DB11248,Zinc gluconate,approved|vet_approved,Zinc gluconate is an ingredient found in a variety of supplements and vitamins.,[Zn++].[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O.[H][C@@](O)(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)C([O-])=O,small molecule
1837,1838,DB11254,Hexylresorcinol,approved,"Hexylresorcinol is an ingredient used to relieve irritation, pain, and prevent infection.",CCCCCCC1=C(O)C=C(O)C=C1,small molecule
1838,1839,DB11256,Levomefolic acid,approved|investigational,Levomefolic acid is a folate supplement used to prevent neural tube defects in pregnancy or folate deficiency.,CN1[C@@H](CNC2=CC=C(C=C2)C(=O)N[C@@H](CCC(O)=O)C(O)=O)CNC2=C1C(=O)N=C(N)N2,small molecule
1839,1840,DB11262,Bisoctrizole,approved,Bisoctrizole is an absorber of UVA and UVB radiation used in sunscreen.,CC(C)(C)CC(C)(C)C1=CC(CC2=C(O)C(=CC(=C2)C(C)(C)CC(C)(C)C)N2N=C3C=CC=CC3=N2)=C(O)C(=C1)N1N=C2C=CC=CC2=N1,small molecule
1840,1841,DB11264,Calcium glycerophosphate,approved,"Calcium glycerophosphate is an medication used to treat low levels of phosphate or calcium, as well as an ingredient in dental products to prevent dental caries.",[Ca++].OCC(CO)OP([O-])([O-])=O,small molecule
1841,1842,DB11269,Diethylamino hydroxybenzoyl hexyl benzoate,approved,Indicated for use as a sunscreen agent,CCCCCCOC(=O)C1=CC=CC=C1C(=O)C1=CC=C(C=C1O)N(CC)CC,small molecule
1842,1843,DB11273,Dihydroergocornine,approved,Dihydroergocornine is a nootropic with an unknown mechanism of action indicated in individuals over sixty who manifest signs and symptoms of an idiopathic decline in mental capacity.,[H][C@@]12CCCN1C(=O)[C@H](C(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,small molecule
1843,1844,DB11274,Dihydro-alpha-ergocryptine,approved,Dihydro-alpha-ergocryptine is a nootropic with an unknown mechanism of action indicated in individuals over sixty who manifest signs and symptoms of an idiopathic decline in mental capacity.,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,small molecule
1844,1845,DB11275,Epicriptine,approved,Epicriptine is a nootropic with an unknown mechanism of action indicated in individuals over sixty who manifest signs and symptoms of an idiopathic decline in mental capacity.,[H][C@@]12CCCN1C(=O)[C@]([H])([C@H](C)CC)N1C(=O)[C@](NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)(O[C@@]21O)C(C)C,small molecule
1845,1846,DB11278,DL-Methylephedrine,approved,Used as an antitussive and decongestant [L2834],C[C@@H]([C@H](O)C1=CC=CC=C1)N(C)C,small molecule
1846,1847,DB11282,Diethyltoluamide,approved,"Diethyltoluamide is an insect repellant, also known as DEET.",CCN(CC)C(=O)C1=CC(C)=CC=C1,small molecule
1847,1848,DB11283,DL-dimyristoylphosphatidylcholine,approved,DL-dimyristoylphosphatidylcholine is not an active pharmaceutical agent and has no indication,CCCCCCCCCCCCCC(=O)OCC(COP([O-])(=O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,small molecule
1848,1849,DB11284,DL-dimyristoylphosphatidylglycerol,approved,DL-dimyristoylphosphatidylglycerol is not an considered an active pharmacological ingredient in pharmaceutical preparations and so has no official indications,CCCCCCCCCCCCCC(=O)OCC(COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCCCCCCCC,small molecule
1849,1850,DB11323,Glycol salicylate,approved,Glycol salicylate is a salicylate used to treat mild to moderate muscle pain.,OCCOC(=O)C1=CC=CC=C1O,small molecule
1850,1851,DB11326,Boric acid,approved,No FDA- or EMA-approved therapeutic indications on its own,OB(O)O,small molecule
1851,1852,DB11327,Dipyrithione,approved,Scalp dandruff [L2610],[O-][N+]1=CC=CC=C1SSC1=CC=CC=[N+]1[O-],small molecule
1852,1853,DB11328,Tetradecyl hydrogen sulfate (ester),approved,Tetradecyl hydrogen sulfate (ester) is an anionic surfactant used to treat small uncomplicated varicose veins.,CCCCC(CC)CCC(CC(C)C)OS(O)(=O)=O,small molecule
1853,1854,DB11331,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)),approved|experimental,1-Palmitoyl-2-oleoyl-sn-glycero-3-(phospho-rac-(1-glycerol)) is a synthetic lung surfactant used to treat infant respiratory distress syndrome.,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(O)(=O)OCC(O)CO)OC(=O)CCCCCCC\C=C/CCCCCCCC,small molecule
1854,1855,DB11332,Sinapultide,approved,Sinapultide is a synthetic lung surfactant used to treat infant respiratory distress syndrome.,CC(C)C[C@H](NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(O)=O,small molecule
1855,1856,DB11348,Calcium Phosphate,approved,Calcium Phosphate is a compound used in supplements and antacids.,[Ca++].[Ca++].[Ca++].[O-]P([O-])([O-])=O.[O-]P([O-])([O-])=O,small molecule
1856,1857,DB11359,Guaiacol,approved,"It is used medicinally as an expectorant, antiseptic, and local anesthetic",COC1=C(O)C=CC=C1,small molecule
1857,1858,DB11362,Selexipag,approved,Selexipag is a non prostanoid IP prostacyclin receptor agonist used to treat pulmonary arterial hypertension.,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,small molecule
1858,1859,DB11363,Alectinib,approved|investigational,Alectinib is a kinase inhibitor used to treat anaplastic lymphoma kinase positive metastatic non small cell lung cancer.,CCC1=CC2=C(C=C1N1CCC(CC1)N1CCOCC1)C(C)(C)C1=C(C3=CC=C(C=C3N1)C#N)C2=O,small molecule
1859,1860,DB11386,Chlorobutanol,approved|investigational|vet_approved,No approved therapeutic indications on its own,CC(C)(O)C(Cl)(Cl)Cl,small molecule
1860,1861,DB11431,Moxidectin,approved|investigational|vet_approved,"Moxidectin is indicated for the treatment of river blindness, also called onchocerciasis, in patients aged 12 years and older",[H][C@@]12OC\C3=C/C=C/[C@H](C)C\C(C)=C\C[C@]4([H])C[C@@]([H])(C[C@]5(C\C(=N/OC)[C@H](C)[C@H](O5)C(\C)=C\C(C)C)O4)OC(=O)[C@]([H])(C=C(C)[C@H]1O)[C@@]23O,small molecule
1861,1862,DB11481,Atipamezole,investigational|vet_approved,For the reversal of the sedative and analgesic effects of dexmedetomidine and medetomidine in dogs,CCC1(CC2=CC=CC=C2C1)C1=CN=CN1,small molecule
1862,1863,DB11490,Nalorphine,experimental|vet_approved,Used to reverse opioid overdose,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,small molecule
1863,1864,DB11556,Detomidine,vet_approved,"Used as a large animal sedative, primarily in horses",CC1=C(C)C(CC2=CN=CN2)=CC=C1,small molecule
1864,1865,DB11558,Toluene,vet_approved,"Used for the removal of ascarids (Toxocara canis and Toxascaris leonina) and hookworms (Ancylostoma caninum and Uncinaria stenocephala) and as an aid in removing tapeworms (Taenia pisiformis, Dipylidium caninum, and Echinococcus granulosus) from dogs and cats",CC1=CC=CC=C1,small molecule
1865,1866,DB11560,Lesinurad,approved|investigational,Lesinurad is a uric acid 1 transporter inhibitor typically used in combination with a xanthine oxidase inhibitor to treat hyperuricemia associated with gout in patients with inadequate control of uric acid levels with xanthine oxidase inhibitor monotherapy.,OC(=O)CSC1=NN=C(Br)N1C1=CC=C(C2CC2)C2=C1C=CC=C2,small molecule
1866,1867,DB11570,Padimate O,approved,Padimate O is an ingredient used in sunscreens to absorb UV radiation.,CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C,small molecule
1867,1868,DB11573,Aluminum chlorohydrate,approved,Aluminum chlorohydrate is a compound used as an antiperspirant.,O.[OH-].[OH-].[OH-].[OH-].[OH-].[Al+3].[Al+3].[Cl-],small molecule
1868,1869,DB11574,Elbasvir,approved,Elbasvir is an antiviral and NS5A inhibitor used to treat hepatitis C infections.,[H][C@]1(CCCN1C(=O)[C@@H](NC(=O)OC)C(C)C)C1=NC=C(N1)C1=CC2=C(C=C1)N1[C@@H](OC3=C(C=CC(=C3)C3=CN=C(N3)[C@]3([H])CCCN3C(=O)[C@@H](NC(=O)OC)C(C)C)C1=C2)C1=CC=CC=C1,small molecule
1869,1870,DB11575,Grazoprevir,approved,Grazoprevir is an antiviral and NS3/4A protease inhibitor used to treat hepatitis C infections.,COC1=CC2=NC3=C(CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C4CC4)O3)C(C)(C)C)N=C2C=C1,small molecule
1870,1871,DB11577,Indigotindisulfonic acid,approved|investigational,Indigotindisulfonic acid is a medication used to visualize ureteral orifices during cystoscopy and ureteral catheterization.,OS(=O)(=O)C1=CC2=C(N\C(C2=O)=C2\NC3=C(C=C(C=C3)S(O)(=O)=O)C2=O)C=C1,small molecule
1871,1872,DB11581,Venetoclax,approved|investigational,"Venetoclax is a BCL-2 inhibitor used to treat chronic lymphocytic leukemia, small lymphocytic lymphoma, or acute myeloid leukemia.",CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1,small molecule
1872,1873,DB11583,Cetalkonium,approved,Cetalkonium is an antiseptic used as a preservative or to treat certain topical infections.,CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,small molecule
1873,1874,DB11584,Pipradrol,approved,Pipradrol is a central nervous stimulant ingredient in a product used to treat functional fatigue.,[H]N1CCCCC1C(O)(C1=CC=CC=C1)C1=CC=CC=C1,small molecule
1874,1875,DB11585,Drometrizole trisiloxane,approved,Drometrizole trisiloxane is an UV ray absorbing agent used in sunscreens to protect skin from UV radiation.,CC(CC1=C(O)C(=CC(C)=C1)N1N=C2C=CC=CC2=N1)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,small molecule
